2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"312740 GONCALVES";-;-;-;-;-;1;1;3;4;3;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"312750 GONZAGA";1;1;2;3;6;4;8;23;10;18;13;6;3;2;4;2;3;2;4;4;6;2;3;3;11;1;-;-;1;-;-;-;-;-;-;-;-;1;1;2;1;1;-;1;-;-;-;-;-;-;1;1;155
"312760 GOUVEIA";51;68;144;133;266;188;107;106;65;46;12;-;-;-;-;1;2;3;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;11;28;1241
"312770 GOVERNADOR VALADARES";117;213;249;293;556;785;870;1187;1355;1234;725;342;242;197;201;151;147;142;163;165;139;132;89;92;128;99;84;63;43;37;24;35;25;24;11;21;32;13;13;32;31;32;58;36;55;33;43;31;37;54;44;25;10949
"312780 GRAO MOGOL";-;-;-;4;15;35;45;51;53;41;12;11;11;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;287
"312790 GRUPIARA";4;5;16;23;24;29;19;20;13;10;13;4;7;3;4;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;198
"312800 GUANHAES";4;6;16;20;56;77;104;128;214;214;320;138;24;23;21;25;14;15;7;10;5;7;4;3;4;1;1;1;-;3;1;-;-;-;-;-;-;-;2;1;1;1;1;1;2;2;3;1;-;-;1;-;1482
"312810 GUAPE";3;7;4;15;31;23;52;80;97;117;123;40;63;49;71;77;75;67;55;34;21;24;9;2;5;2;3;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1152
"312820 GUARACIABA";-;1;-;2;5;2;3;11;12;26;21;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"312825 GUARACIAMA";22;22;16;15;4;16;47;35;60;52;24;18;10;9;9;6;9;15;10;5;6;4;2;3;5;2;3;-;-;-;2;-;2;-;-;1;1;4;7;17;17;14;10;10;14;24;19;10;18;15;22;11;647
"312830 GUARANESIA";5;4;10;12;31;22;13;30;25;6;4;5;3;1;4;2;7;4;4;2;2;10;3;3;1;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;219
"312840 GUARANI";1;3;1;2;3;1;2;10;20;18;26;13;2;2;1;1;5;3;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;1;125
"312850 GUARARA";3;-;-;-;2;3;1;9;11;25;26;45;10;17;7;15;14;22;24;13;29;10;5;6;10;3;2;5;4;2;1;1;1;-;4;16;27;6;6;18;9;7;6;2;2;1;-;-;-;4;3;-;437
"312860 GUARDA-MOR";1;2;2;6;11;16;4;23;41;39;24;16;14;12;12;15;8;19;17;20;10;10;3;2;4;2;-;-;1;-;1;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;1;1;341
"312870 GUAXUPE";35;70;118;148;244;340;393;427;116;76;26;48;66;108;124;156;146;182;173;106;57;52;51;30;15;11;6;5;6;7;5;9;3;3;6;4;4;4;2;2;2;5;4;1;2;3;2;2;11;9;7;18;3450
"312880 GUIDOVAL";-;-;-;-;1;16;9;14;23;24;18;5;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;117
"312890 GUIMARANIA";9;10;3;4;5;14;6;13;3;9;17;11;21;39;44;28;18;17;8;7;4;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;298
"312900 GUIRICEMA";-;-;3;3;2;5;40;90;105;70;66;36;1;-;-;1;1;-;2;-;4;2;5;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;3;-;1;3;3;2;2;-;455
"312910 GURINHATA";-;2;2;6;8;11;9;21;53;69;67;49;54;46;58;32;21;30;9;5;3;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;1;1;-;4;-;1;3;3;-;2;-;575
"312920 HELIODORA";-;-;-;1;-;-;4;2;2;16;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"312930 IAPU";1;30;30;46;87;72;7;4;6;33;35;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361
"312940 IBERTIOGA";-;-;-;2;1;5;7;2;10;4;7;-;-;-;-;2;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;44
"312950 IBIA";4;5;6;11;31;42;68;98;122;181;182;95;17;47;41;45;47;73;72;74;45;29;45;30;20;10;11;6;7;4;1;1;2;-;-;-;1;-;-;-;-;-;1;-;2;-;-;-;1;1;2;1;1481
"312960 IBIAI";13;7;9;18;51;47;38;48;25;19;17;14;15;4;5;6;5;7;10;11;4;8;2;3;3;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;-;-;397
"312965 IBIRACATU";2;2;5;3;15;12;11;18;24;41;34;19;15;12;10;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;233
"312970 IBIRACI";-;-;2;2;3;9;6;11;8;9;9;20;17;26;58;81;74;94;126;46;20;13;18;15;12;5;7;4;4;3;5;2;2;3;1;2;-;-;-;-;-;-;-;-;-;-;2;1;1;4;1;-;726
"312980 IBIRITE";293;386;555;870;1439;1277;1243;1171;669;342;60;8;16;17;26;33;19;6;19;15;13;9;10;4;12;6;1;-;-;2;3;-;1;-;2;1;-;1;-;-;-;3;2;5;4;5;8;21;16;21;11;13;8638
"312990 IBITIURA DE MINAS";-;-;-;1;-;-;1;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"313000 IBITURUNA";-;-;2;4;2;1;14;14;68;78;9;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;198
"313005 ICARAI DE MINAS";13;13;17;13;16;17;14;35;46;36;32;12;3;2;2;2;-;1;5;2;-;-;1;4;2;1;1;1;1;-;2;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;300
"313010 IGARAPE";207;240;161;148;204;127;97;84;52;44;25;42;75;60;69;53;69;38;26;30;18;17;2;4;2;5;1;1;1;2;5;1;3;3;-;7;7;5;15;16;9;7;20;18;17;61;108;81;160;159;183;92;2881
"313020 IGARATINGA";3;12;11;13;47;26;43;49;69;79;83;30;7;11;9;4;9;16;20;17;14;9;8;12;10;2;1;4;2;4;-;10;7;7;1;-;1;1;1;2;2;3;2;4;4;2;1;6;5;4;6;7;700
"313030 IGUATAMA";-;1;7;4;11;20;48;134;139;116;117;72;4;2;7;4;3;6;3;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;704
"313040 IJACI";-;-;-;1;-;2;6;8;22;28;33;41;27;42;92;60;50;49;34;30;16;7;5;5;5;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;569
"313050 ILICINEA";3;1;2;8;15;34;102;39;78;61;20;55;95;62;86;88;48;52;60;24;26;9;15;8;2;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000
"313055 IMBE DE MINAS";1;1;2;10;10;22;13;18;11;13;4;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109
"313060 INCONFIDENTES";50;93;72;55;38;18;12;19;14;11;4;6;3;2;16;18;9;12;12;3;-;2;2;2;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;4;8;11;24;19;20;26;19;611
"313065 INDAIABIRA";-;-;1;1;1;6;-;13;15;2;-;1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;2;-;48
"313070 INDIANOPOLIS";1;4;2;6;4;6;9;15;14;27;19;25;26;21;14;22;7;14;10;10;2;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;264
"313080 INGAI";1;-;3;-;-;-;1;5;11;12;16;10;6;10;21;19;14;13;10;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;161
"313090 INHAPIM";30;49;65;96;167;180;240;255;244;206;105;53;40;35;42;21;19;25;20;21;15;4;3;1;2;1;1;3;-;1;-;-;1;-;-;1;-;2;-;1;1;1;-;1;1;-;-;2;-;6;5;4;1970
"313100 INHAUMA";7;19;20;63;76;85;66;42;8;37;58;13;18;9;12;18;8;10;7;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;2;1;-;-;1;-;1;-;-;2;3;592
"313110 INIMUTABA";18;8;47;47;81;58;59;87;70;44;47;21;9;4;9;4;19;8;8;17;8;4;1;-;-;1;-;-;-;-;-;-;-;-;-;1;7;12;9;8;5;4;1;3;6;3;3;9;4;14;13;5;786
"313115 IPABA";4;4;18;27;19;26;36;52;61;93;48;69;44;33;54;41;23;40;42;30;13;11;8;16;14;10;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;843
"313120 IPANEMA";-;2;6;4;40;43;50;98;146;78;105;36;17;15;25;15;11;6;3;2;2;2;2;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;714
"313130 IPATINGA";415;480;729;880;809;721;579;590;818;678;664;817;831;808;993;744;669;765;700;660;470;422;359;322;303;181;167;111;91;70;66;55;59;58;40;38;40;57;59;55;60;86;119;94;139;147;163;237;235;328;304;226;19511
"313140 IPIACU";3;5;11;10;24;36;32;33;11;8;9;-;2;2;6;6;-;-;3;3;3;2;2;2;2;5;3;-;5;9;4;10;4;3;-;3;5;1;-;1;1;2;1;6;1;4;2;1;-;-;-;1;287
"313150 IPUIUNA";-;-;-;-;1;2;1;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313160 IRAI DE MINAS";1;-;1;6;17;13;25;37;19;55;26;34;49;59;50;54;44;38;16;14;5;11;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;583
"313170 ITABIRA";499;795;1346;1858;3100;3761;3253;2138;1302;412;122;33;33;60;65;70;98;109;121;89;73;68;62;58;49;28;18;9;7;6;8;-;3;6;1;4;3;2;1;3;5;10;1;2;11;13;17;25;21;45;96;102;20021
"313180 ITABIRINHA";6;8;23;24;47;94;78;79;36;5;4;5;5;8;11;5;3;1;1;5;4;4;9;5;1;2;1;-;-;1;1;1;-;-;2;-;2;-;-;-;1;1;1;1;2;1;5;2;4;4;6;1;510
"313190 ITABIRITO";3;11;15;42;55;84;113;192;282;231;111;13;7;14;9;18;24;22;11;15;10;6;8;3;3;2;1;1;3;-;-;-;-;-;2;-;-;-;-;1;2;-;2;-;-;2;-;1;1;-;4;1;1325
"313200 ITACAMBIRA";2;10;7;3;2;6;1;-;1;4;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;49
"313210 ITACARAMBI";36;63;97;41;53;44;52;47;54;46;50;8;-;2;2;1;-;2;3;2;1;5;8;5;19;9;7;7;3;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2;5;9;687
"313220 ITAGUARA";24;55;78;104;132;160;159;233;338;249;240;66;52;86;77;80;33;21;25;25;3;-;-;4;11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;7;1;2270
"313230 ITAIPE";-;-;-;-;2;1;1;2;4;4;4;2;-;-;-;1;2;-;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"313240 ITAJUBA";14;16;17;49;65;112;236;305;304;247;191;69;3;8;6;4;6;4;5;8;1;2;2;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;3;2;2;1691
"313250 ITAMARANDIBA";26;48;74;118;160;279;352;458;418;305;260;33;26;11;14;30;12;7;7;4;3;3;2;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;2;2663
"313260 ITAMARATI DE MINAS";3;21;22;6;-;1;-;1;4;2;-;1;-;-;-;-;2;1;5;1;6;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;6;4;4;5;3;2;109
"313270 ITAMBACURI";9;11;27;48;106;159;259;294;82;44;26;22;26;19;20;14;19;39;25;16;8;4;4;6;1;5;2;-;1;-;4;1;-;2;4;-;12;13;5;26;13;20;26;31;13;31;38;29;18;15;7;7;1611
"313280 ITAMBE DO MATO DENTRO";-;1;1;7;13;14;7;13;12;13;15;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
"313290 ITAMOGI";-;-;4;5;15;2;18;16;24;42;37;13;6;2;12;13;11;7;5;10;6;1;2;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;256
"313300 ITAMONTE";-;-;-;3;7;7;22;23;21;39;30;13;1;-;1;15;6;12;3;6;2;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;216
"313310 ITANHANDU";-;1;-;6;3;1;13;15;18;29;43;50;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"313320 ITANHOMI";39;37;100;63;45;27;7;8;-;-;-;-;-;-;-;-;1;-;4;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;2;6;14;20;15;402
"313330 ITAOBIM";3;6;6;21;8;14;31;58;101;99;109;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;8;2;495
"313340 ITAPAGIPE";2;12;4;13;27;19;28;46;71;56;56;78;103;89;55;84;37;68;52;35;39;20;36;28;19;11;11;16;10;5;7;6;6;3;3;1;2;2;1;5;3;5;4;2;1;1;1;1;2;1;-;2;1189
"313350 ITAPECERICA";121;95;123;74;182;229;155;63;19;72;59;11;18;24;40;58;50;94;63;46;30;29;18;16;7;5;3;5;1;3;1;-;-;-;-;2;-;-;2;-;1;-;-;-;8;12;23;62;65;147;168;132;2336
"313360 ITAPEVA";-;1;-;1;10;16;23;27;28;40;39;20;4;6;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220
"313370 ITATIAIUCU";49;38;67;55;137;170;140;51;8;5;14;15;14;34;41;61;26;31;13;13;11;8;5;3;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;2;6;10;19;5;13;1071
"313375 ITAU DE MINAS";12;11;21;20;72;72;114;262;305;281;375;340;294;258;232;158;143;96;89;56;43;22;17;12;7;8;4;3;8;5;2;4;2;2;-;4;3;2;1;1;3;3;3;5;-;2;3;5;3;5;6;2;3401
"313380 ITAUNA";63;73;125;191;273;316;467;442;313;321;120;45;31;23;49;53;82;41;40;78;49;43;47;35;10;4;4;3;1;1;5;3;-;2;1;1;1;2;4;1;2;8;2;-;3;3;5;5;2;5;23;13;3434
"313390 ITAVERAVA";2;1;1;3;10;22;22;22;54;17;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163
"313400 ITINGA";13;31;53;82;133;106;87;86;43;63;39;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;750
"313410 ITUETA";-;-;-;3;9;17;21;23;44;26;15;6;2;-;1;5;1;3;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;181
"313420 ITUIUTABA";60;64;100;152;236;259;247;276;376;456;652;443;459;495;558;573;456;469;277;275;153;188;107;62;68;58;34;16;12;16;10;9;11;13;9;2;7;6;4;-;5;7;3;2;4;6;13;17;25;24;25;17;7816
"313430 ITUMIRIM";-;-;1;4;10;13;19;27;37;12;10;15;6;7;5;6;5;11;5;6;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;207
"313440 ITURAMA";6;5;10;12;14;30;39;86;82;66;64;51;40;48;57;79;83;90;66;49;41;39;35;18;15;4;9;6;7;4;10;1;6;3;2;2;2;-;3;4;2;4;-;3;-;3;-;3;1;4;-;-;1208
"313450 ITUTINGA";-;-;-;1;2;16;41;67;55;96;102;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;457
"313460 JABOTICATUBAS";14;27;51;71;87;130;133;114;86;84;26;36;46;24;22;35;33;29;28;21;13;23;11;9;5;7;8;5;-;2;3;-;2;1;5;1;3;6;1;8;4;2;1;6;7;3;5;4;7;2;3;5;1259
"313470 JACINTO";1;1;1;-;4;2;6;12;37;51;61;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;14;12;223
"313480 JACUI";-;1;2;1;3;2;2;3;6;5;10;30;15;16;8;5;3;5;2;2;-;-;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;1;1;132
"313490 JACUTINGA";1;2;1;6;11;5;12;29;27;46;45;14;3;6;-;-;1;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215
"313500 JAGUARACU";7;4;3;-;-;-;8;4;11;-;3;1;1;2;1;-;1;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;19;9;92
"313505 JAIBA";41;115;45;12;34;39;69;61;64;62;33;8;4;14;7;1;5;5;3;1;3;1;3;3;2;3;1;2;-;2;3;2;2;1;-;-;1;1;1;-;1;4;4;2;4;10;7;11;5;11;7;11;731
"313507 JAMPRUCA";-;1;1;1;2;2;1;1;8;10;12;6;-;-;-;1;3;2;2;1;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;61
"313510 JANAUBA";39;52;124;178;239;305;321;321;417;376;431;292;144;127;85;107;93;67;67;48;28;17;25;24;19;6;8;5;6;6;4;3;4;2;3;3;4;3;5;3;6;5;3;8;5;8;15;8;12;13;8;14;4116
"313520 JANUARIA";38;29;73;222;482;580;596;833;946;757;342;20;4;10;13;39;48;67;76;50;43;59;40;31;27;23;18;21;16;4;15;7;5;4;8;8;7;10;11;7;9;12;10;22;27;28;59;87;157;118;160;44;6322
"313530 JAPARAIBA";3;10;23;41;62;52;80;73;63;75;69;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;573
"313535 JAPONVAR";16;80;76;93;138;129;146;109;96;105;100;63;63;34;24;56;51;29;41;15;-;11;13;3;7;4;2;4;1;8;6;12;5;7;13;10;11;3;17;5;4;5;7;4;5;-;1;11;6;10;6;4;1669
"313540 JECEABA";-;1;3;4;5;10;15;17;24;30;26;18;23;10;12;10;5;13;9;7;4;-;5;1;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;261
"313545 JENIPAPO DE MINAS";22;4;10;15;26;12;10;16;17;20;46;17;-;1;3;1;2;-;2;2;-;1;1;1;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;4;3;1;2;-;4;-;-;247
"313550 JEQUERI";-;-;1;5;13;15;32;55;52;62;52;36;39;27;63;33;19;27;20;4;5;10;4;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;580
"313560 JEQUITAI";-;1;5;10;21;44;37;43;33;21;2;-;2;4;6;4;2;4;2;7;1;3;2;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;261
"313570 JEQUITIBA";3;8;38;96;188;183;176;146;145;98;128;43;7;11;35;37;26;35;21;14;9;10;3;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1468
"313580 JEQUITINHONHA";9;15;11;15;27;19;19;32;33;29;4;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;2;-;1;1;227
"313590 JESUANIA";-;2;-;6;4;5;18;18;12;28;24;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124
"313600 JOAIMA";36;53;79;49;61;52;59;60;73;98;72;7;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;702
"313610 JOANESIA";5;5;2;5;1;6;5;3;5;10;4;3;2;3;2;6;10;3;6;12;5;3;4;4;4;2;-;2;2;1;-;1;1;-;-;-;-;1;-;1;-;1;-;-;1;3;2;6;3;5;3;2;155
"313620 JOAO MONLEVADE";38;32;139;398;551;812;932;1122;1269;1056;928;379;218;199;258;196;183;317;241;168;120;85;44;28;16;10;13;10;12;3;7;1;-;-;-;2;3;2;2;2;6;4;3;4;1;2;6;4;8;12;7;2;9855
"313630 JOAO PINHEIRO";41;46;80;77;91;132;155;219;294;309;178;211;177;98;97;61;46;39;63;51;22;9;16;7;9;7;1;-;3;2;-;1;-;-;2;-;-;-;1;-;1;3;1;2;6;3;5;8;13;21;17;10;2635
"313640 JOAQUIM FELICIO";10;9;12;4;5;25;59;56;81;81;15;-;-;-;-;-;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;5;3;1;373
"313650 JORDANIA";2;2;3;-;1;-;1;3;7;6;7;8;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;43
"313652 JOSE GONCALVES DE MINAS";-;-;1;2;8;5;8;24;17;15;27;4;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;119
"313655 JOSE RAYDAN";-;5;-;13;26;12;23;51;24;36;33;23;3;2;1;2;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;259
"313657 JOSENOPOLIS";-;4;1;4;7;15;13;10;5;5;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"313660 NOVA UNIAO";2;-;5;15;9;36;50;38;47;60;7;4;8;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;290
"313665 JUATUBA";43;38;40;64;81;67;68;108;76;85;88;62;64;96;76;65;60;39;49;35;21;22;10;10;9;4;3;3;4;1;1;1;2;1;-;1;-;-;-;2;1;-;-;2;2;3;3;4;5;7;14;12;1452
"313670 JUIZ DE FORA";99;126;190;300;394;531;879;961;594;384;214;87;96;153;133;135;122;139;177;126;58;37;29;33;34;8;6;10;5;6;1;3;2;3;6;3;-;1;2;3;3;5;5;5;6;6;10;13;15;22;31;21;6232
"313680 JURAMENTO";4;11;21;15;19;25;12;24;13;17;6;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;174
"313690 JURUAIA";2;2;6;8;1;7;9;10;28;54;74;26;2;-;2;3;-;4;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245
"313695 JUVENILIA";2;9;4;9;13;14;20;20;18;15;2;3;1;-;2;1;1;2;7;2;2;4;5;10;6;5;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;189
"313700 LADAINHA";-;2;2;-;3;13;36;41;85;110;84;10;1;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;391
"313710 LAGAMAR";1;1;3;4;5;7;3;6;6;9;10;13;8;6;12;17;13;8;20;10;9;10;10;8;6;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;213
